COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
Stanislaus,2017,Child vs. adult,18+ years,18+ years,"1,956",49.5,
Sutter,2017,Child vs. adult,18+ years,18+ years,183,26.2,
Tehama,2017,Child vs. adult,18+ years,18+ years,211,48.8,
Trinity,2017,Child vs. adult,18+ years,18+ years,45,51.2,
Tulare,2017,Child vs. adult,18+ years,18+ years,"1,080",33,
Tuolumne,2017,Child vs. adult,18+ years,18+ years,182,47.5,
Ventura,2017,Child vs. adult,18+ years,18+ years,"1,756",27.8,
Yolo,2017,Child vs. adult,18+ years,18+ years,600,37.9,
Yuba,2017,Child vs. adult,18+ years,18+ years,245,45.1,
California,2017,Age groups,0–4 years,0–4 years,"22,731",91.5,
Alameda,2017,Age groups,0–4 years,0–4 years,"1,151",118.3,
Alpine,2017,Age groups,0–4 years,0–4 years,0,0,
Amador,2017,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2017,Age groups,0–4 years,0–4 years,73,59.6,
Calaveras,2017,Age groups,0–4 years,0–4 years,15,84.6,
Colusa,2017,Age groups,0–4 years,0–4 years,16,103.3,
Contra Costa,2017,Age groups,0–4 years,0–4 years,709,112.7,
Del Norte,2017,Age groups,0–4 years,0–4 years,16,102,
El Dorado,2017,Age groups,0–4 years,0–4 years,38,48.5,
Fresno,2017,Age groups,0–4 years,0–4 years,"1,702",219.3,
Glenn,2017,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2017,Age groups,0–4 years,0–4 years,53,70.4,
Imperial,2017,Age groups,0–4 years,0–4 years,145,87.8,
Inyo,2017,Age groups,0–4 years,0–4 years,12,100.5,
Kern,2017,Age groups,0–4 years,0–4 years,705,101,
Kings,2017,Age groups,0–4 years,0–4 years,168,142.7,
Lake,2017,Age groups,0–4 years,0–4 years,29,77.1,
Lassen,2017,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2017,Age groups,0–4 years,0–4 years,"6,106",96.8,
Madera,2017,Age groups,0–4 years,0–4 years,220,193.4,
Marin,2017,Age groups,0–4 years,0–4 years,49,41.6,
Mariposa,2017,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017,Age groups,0–4 years,0–4 years,64,124.8,
Merced,2017,Age groups,0–4 years,0–4 years,304,146.3,
Modoc,2017,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2017,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017,Age groups,0–4 years,0–4 years,220,69.8,
Napa,2017,Age groups,0–4 years,0–4 years,47,65.2,
Nevada,2017,Age groups,0–4 years,0–4 years,24,58.5,
Orange,2017,Age groups,0–4 years,0–4 years,"1,324",69.2,
Placer,2017,Age groups,0–4 years,0–4 years,125,67.9,
Plumas,2017,Age groups,0–4 years,0–4 years,11,,Rate not available due to statistical instability
Riverside,2017,Age groups,0–4 years,0–4 years,"1,154",74.9,
Sacramento,2017,Age groups,0–4 years,0–4 years,993,101.4,
San Benito,2017,Age groups,0–4 years,0–4 years,29,79.4,
San Bernardino,2017,Age groups,0–4 years,0–4 years,"1,344",87.8,
San Diego,2017,Age groups,0–4 years,0–4 years,"1,726",77.4,
San Francisco,2017,Age groups,0–4 years,0–4 years,523,119.9,
San Joaquin,2017,Age groups,0–4 years,0–4 years,536,104.7,
San Luis Obispo,2017,Age groups,0–4 years,0–4 years,95,73.2,
San Mateo,2017,Age groups,0–4 years,0–4 years,281,64.5,
Santa Barbara,2017,Age groups,0–4 years,0–4 years,175,61.1,
Santa Clara,2017,Age groups,0–4 years,0–4 years,591,48.8,
Santa Cruz,2017,Age groups,0–4 years,0–4 years,118,76.3,
Shasta,2017,Age groups,0–4 years,0–4 years,72,71.9,
Sierra,2017,Age groups,0–4 years,0–4 years,0,0,
Siskiyou,2017,Age groups,0–4 years,0–4 years,13,57.1,
Solano,2017,Age groups,0–4 years,0–4 years,335,127.2,
Sonoma,2017,Age groups,0–4 years,0–4 years,185,73.8,
Stanislaus,2017,Age groups,0–4 years,0–4 years,323,84,
Sutter,2017,Age groups,0–4 years,0–4 years,32,48.8,
Tehama,2017,Age groups,0–4 years,0–4 years,27,63.6,
Trinity,2017,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017,Age groups,0–4 years,0–4 years,397,106.2,
Tuolumne,2017,Age groups,0–4 years,0–4 years,13,57.2,
Ventura,2017,Age groups,0–4 years,0–4 years,299,58.6,
Yolo,2017,Age groups,0–4 years,0–4 years,77,60.7,
Yuba,2017,Age groups,0–4 years,0–4 years,26,43.6,
California,2017,Age groups,5–17 years,5–17 years,"46,056",68.2,
Alameda,2017,Age groups,5–17 years,5–17 years,"2,028",80.5,
Alpine,2017,Age groups,5–17 years,5–17 years,0,0,
Amador,2017,Age groups,5–17 years,5–17 years,28,71.6,
Butte,2017,Age groups,5–17 years,5–17 years,153,45.7,
Calaveras,2017,Age groups,5–17 years,5–17 years,35,65.1,
Colusa,2017,Age groups,5–17 years,5–17 years,21,46.7,
Contra Costa,2017,Age groups,5–17 years,5–17 years,"1,495",80.8,
Del Norte,2017,Age groups,5–17 years,5–17 years,36,83.8,
El Dorado,2017,Age groups,5–17 years,5–17 years,125,46.3,
Fresno,2017,Age groups,5–17 years,5–17 years,"2,669",129.9,
Glenn,2017,Age groups,5–17 years,5–17 years,18,32.6,
Humboldt,2017,Age groups,5–17 years,5–17 years,120,58.5,
Imperial,2017,Age groups,5–17 years,5–17 years,546,141.1,
Inyo,2017,Age groups,5–17 years,5–17 years,20,70.3,
Kern,2017,Age groups,5–17 years,5–17 years,"1,514",81.1,
Kings,2017,Age groups,5–17 years,5–17 years,338,97.6,
Lake,2017,Age groups,5–17 years,5–17 years,83,84.1,
Lassen,2017,Age groups,5–17 years,5–17 years,27,67.9,
Los Angeles,2017,Age groups,5–17 years,5–17 years,"12,955",77.3,
Madera,2017,Age groups,5–17 years,5–17 years,342,110.3,
Marin,2017,Age groups,5–17 years,5–17 years,116,29.4,
Mariposa,2017,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017,Age groups,5–17 years,5–17 years,128,90.9,
Merced,2017,Age groups,5–17 years,5–17 years,590,99.9,
Modoc,2017,Age groups,5–17 years,5–17 years,18,136.8,
Mono,2017,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017,Age groups,5–17 years,5–17 years,527,62.2,
Napa,2017,Age groups,5–17 years,5–17 years,105,47.9,
Nevada,2017,Age groups,5–17 years,5–17 years,56,47.3,
Orange,2017,Age groups,5–17 years,5–17 years,"2,504",47.1,
Placer,2017,Age groups,5–17 years,5–17 years,247,43.5,
Plumas,2017,Age groups,5–17 years,5–17 years,18,81.2,
Riverside,2017,Age groups,5–17 years,5–17 years,"2,777",62.9,
Sacramento,2017,Age groups,5–17 years,5–17 years,"2,176",82.6,
San Benito,2017,Age groups,5–17 years,5–17 years,109,103.8,
San Bernardino,2017,Age groups,5–17 years,5–17 years,"3,175",74.7,
San Diego,2017,Age groups,5–17 years,5–17 years,"2,565",44,
San Francisco,2017,Age groups,5–17 years,5–17 years,526,58.9,
San Joaquin,2017,Age groups,5–17 years,5–17 years,"1,156",78.2,
San Luis Obispo,2017,Age groups,5–17 years,5–17 years,175,46.5,
San Mateo,2017,Age groups,5–17 years,5–17 years,471,39.4,
Santa Barbara,2017,Age groups,5–17 years,5–17 years,399,54,
Santa Clara,2017,Age groups,5–17 years,5–17 years,"1,243",37.8,
Santa Cruz,2017,Age groups,5–17 years,5–17 years,172,38,
Shasta,2017,Age groups,5–17 years,5–17 years,157,57.3,
Sierra,2017,Age groups,5–17 years,5–17 years,0,0,
Siskiyou,2017,Age groups,5–17 years,5–17 years,32,50.8,
Solano,2017,Age groups,5–17 years,5–17 years,864,118.1,
Sonoma,2017,Age groups,5–17 years,5–17 years,376,52.2,
Stanislaus,2017,Age groups,5–17 years,5–17 years,798,74.5,
Sutter,2017,Age groups,5–17 years,5–17 years,86,47,
Tehama,2017,Age groups,5–17 years,5–17 years,112,101.2,
Trinity,2017,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017,Age groups,5–17 years,5–17 years,657,61.3,
Tuolumne,2017,Age groups,5–17 years,5–17 years,49,76.5,
Ventura,2017,Age groups,5–17 years,5–17 years,781,53.5,
Yolo,2017,Age groups,5–17 years,5–17 years,217,58,
Yuba,2017,Age groups,5–17 years,5–17 years,95,60.5,
California,2017,Age groups,18–64 years,18–64 years,"97,990",40.2,
Alameda,2017,Age groups,18–64 years,18–64 years,"4,929",46,
Alpine,2017,Age groups,18–64 years,18–64 years,0,0,
Amador,2017,Age groups,18–64 years,18–64 years,114,57.1,
Butte,2017,Age groups,18–64 years,18–64 years,638,49.3,
Calaveras,2017,Age groups,18–64 years,18–64 years,118,54.9,
Colusa,2017,Age groups,18–64 years,18–64 years,22,18.1,
Contra Costa,2017,Age groups,18–64 years,18–64 years,"3,919",57.6,
Del Norte,2017,Age groups,18–64 years,18–64 years,95,61.1,
El Dorado,2017,Age groups,18–64 years,18–64 years,427,42.8,
Fresno,2017,Age groups,18–64 years,18–64 years,"3,040",51.5,
Glenn,2017,Age groups,18–64 years,18–64 years,86,51.5,
Humboldt,2017,Age groups,18–64 years,18–64 years,634,79.5,
Imperial,2017,Age groups,18–64 years,18–64 years,513,46.2,
Inyo,2017,Age groups,18–64 years,18–64 years,68,76.9,
Kern,2017,Age groups,18–64 years,18–64 years,"2,419",44.1,
Kings,2017,Age groups,18–64 years,18–64 years,528,59.1,
Lake,2017,Age groups,18–64 years,18–64 years,313,87.5,
Lassen,2017,Age groups,18–64 years,18–64 years,89,42.3,
Los Angeles,2017,Age groups,18–64 years,18–64 years,"27,020",41.7,
Madera,2017,Age groups,18–64 years,18–64 years,360,39.3,
Marin,2017,Age groups,18–64 years,18–64 years,303,21.1,
Mariposa,2017,Age groups,18–64 years,18–64 years,48,53.9,
Mendocino,2017,Age groups,18–64 years,18–64 years,339,69.6,
Merced,2017,Age groups,18–64 years,18–64 years,"1,072",66.3,
Modoc,2017,Age groups,18–64 years,18–64 years,52,122.5,
Mono,2017,Age groups,18–64 years,18–64 years,30,37.7,
Monterey,2017,Age groups,18–64 years,18–64 years,"1,036",38.5,
Napa,2017,Age groups,18–64 years,18–64 years,310,37.3,
Nevada,2017,Age groups,18–64 years,18–64 years,194,38.9,
Orange,2017,Age groups,18–64 years,18–64 years,"4,485",22.6,
Placer,2017,Age groups,18–64 years,18–64 years,676,31.5,
Plumas,2017,Age groups,18–64 years,18–64 years,49,59.1,
Riverside,2017,Age groups,18–64 years,18–64 years,"5,464",38.5,
Sacramento,2017,Age groups,18–64 years,18–64 years,"6,333",68.4,
San Benito,2017,Age groups,18–64 years,18–64 years,175,51.2,
San Bernardino,2017,Age groups,18–64 years,18–64 years,"6,071",45.7,
San Diego,2017,Age groups,18–64 years,18–64 years,"5,213",25.7,
San Francisco,2017,Age groups,18–64 years,18–64 years,"1,884",31.6,
San Joaquin,2017,Age groups,18–64 years,18–64 years,"2,895",64.9,
San Luis Obispo,2017,Age groups,18–64 years,18–64 years,452,28.7,
San Mateo,2017,Age groups,18–64 years,18–64 years,"1,279",27.3,
Santa Barbara,2017,Age groups,18–64 years,18–64 years,754,26.5,
Santa Clara,2017,Age groups,18–64 years,18–64 years,"3,457",28.3,
Santa Cruz,2017,Age groups,18–64 years,18–64 years,428,25.6,
Shasta,2017,Age groups,18–64 years,18–64 years,442,45.2,
Sierra,2017,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2017,Age groups,18–64 years,18–64 years,102,44,
Solano,2017,Age groups,18–64 years,18–64 years,"2,342",89.2,
Sonoma,2017,Age groups,18–64 years,18–64 years,"1,109",37.7,
Stanislaus,2017,Age groups,18–64 years,18–64 years,"1,777",54.5,
Sutter,2017,Age groups,18–64 years,18–64 years,162,28.7,
Tehama,2017,Age groups,18–64 years,18–64 years,190,55.3,
Trinity,2017,Age groups,18–64 years,18–64 years,37,57.2,
Tulare,2017,Age groups,18–64 years,18–64 years,980,35.9,
Tuolumne,2017,Age groups,18–64 years,18–64 years,147,52.4,
Ventura,2017,Age groups,18–64 years,18–64 years,"1,524",29.8,
Yolo,2017,Age groups,18–64 years,18–64 years,498,37.6,
Yuba,2017,Age groups,18–64 years,18–64 years,211,47,
California,2017,Age groups,65+ years,65+ years,"13,276",23.4,
Alameda,2017,Age groups,65+ years,65+ years,834,36.4,
Alpine,2017,Age groups,65+ years,65+ years,0,0,
Amador,2017,Age groups,65+ years,65+ years,24,25.7,
Butte,2017,Age groups,65+ years,65+ years,72,17.6,
Calaveras,2017,Age groups,65+ years,65+ years,30,24.7,
Colusa,2017,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2017,Age groups,65+ years,65+ years,583,32.1,
Del Norte,2017,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2017,Age groups,65+ years,65+ years,60,16.1,
Fresno,2017,Age groups,65+ years,65+ years,372,31.7,
Glenn,2017,Age groups,65+ years,65+ years,16,36.5,
Humboldt,2017,Age groups,65+ years,65+ years,44,18.2,
Imperial,2017,Age groups,65+ years,65+ years,87,36.5,
Inyo,2017,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2017,Age groups,65+ years,65+ years,215,21.8,
Kings,2017,Age groups,65+ years,65+ years,40,25,
Lake,2017,Age groups,65+ years,65+ years,57,40.1,
Lassen,2017,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2017,Age groups,65+ years,65+ years,"3,423",24.3,
Madera,2017,Age groups,65+ years,65+ years,57,26.2,
Marin,2017,Age groups,65+ years,65+ years,96,16.9,
Mariposa,2017,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017,Age groups,65+ years,65+ years,36,17.8,
Merced,2017,Age groups,65+ years,65+ years,101,32.6,
Modoc,2017,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2017,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017,Age groups,65+ years,65+ years,133,22.5,
Napa,2017,Age groups,65+ years,65+ years,75,29,
Nevada,2017,Age groups,65+ years,65+ years,32,12.3,
Orange,2017,Age groups,65+ years,65+ years,771,16.6,
Placer,2017,Age groups,65+ years,65+ years,145,19,
Plumas,2017,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2017,Age groups,65+ years,65+ years,681,19.5,
Sacramento,2017,Age groups,65+ years,65+ years,627,30.3,
San Benito,2017,Age groups,65+ years,65+ years,27,36.4,
San Bernardino,2017,Age groups,65+ years,65+ years,614,24.6,
San Diego,2017,Age groups,65+ years,65+ years,835,17.6,
San Francisco,2017,Age groups,65+ years,65+ years,314,22.1,
San Joaquin,2017,Age groups,65+ years,65+ years,294,31.2,
San Luis Obispo,2017,Age groups,65+ years,65+ years,78,13.8,
San Mateo,2017,Age groups,65+ years,65+ years,315,24.5,
Santa Barbara,2017,Age groups,65+ years,65+ years,143,22,
Santa Clara,2017,Age groups,65+ years,65+ years,574,21.4,
Santa Cruz,2017,Age groups,65+ years,65+ years,54,12.7,
Shasta,2017,Age groups,65+ years,65+ years,51,13.8,
Sierra,2017,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2017,Age groups,65+ years,65+ years,12,11.6,
Solano,2017,Age groups,65+ years,65+ years,309,44.5,
Sonoma,2017,Age groups,65+ years,65+ years,268,27.4,
Stanislaus,2017,Age groups,65+ years,65+ years,179,25.6,
Sutter,2017,Age groups,65+ years,65+ years,21,14.1,
Tehama,2017,Age groups,65+ years,65+ years,21,17.2,
Trinity,2017,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017,Age groups,65+ years,65+ years,100,18.8,
Tuolumne,2017,Age groups,65+ years,65+ years,35,23.3,
Ventura,2017,Age groups,65+ years,65+ years,232,18.4,
Yolo,2017,Age groups,65+ years,65+ years,102,39.3,
Yuba,2017,Age groups,65+ years,65+ years,34,35.8,
California,2017,Race/ethnicity,White,All ages,"46,961",35.6,
Alameda,2017,Race/ethnicity,White,All ages,"1,466",28.4,
Alpine,2017,Race/ethnicity,White,All ages,0,0,
Amador,2017,Race/ethnicity,White,All ages,125,52.9,
Butte,2017,Race/ethnicity,White,All ages,664,48,
Calaveras,2017,Race/ethnicity,White,All ages,167,61.2,
Colusa,2017,Race/ethnicity,White,All ages,12,22.8,
Contra Costa,2017,Race/ethnicity,White,All ages,"1,625",36.2,
Del Norte,2017,Race/ethnicity,White,All ages,109,84.6,
El Dorado,2017,Race/ethnicity,White,All ages,445,37.8,
Fresno,2017,Race/ethnicity,White,All ages,"1,791",73.6,
Glenn,2017,Race/ethnicity,White,All ages,72,49.2,
Humboldt,2017,Race/ethnicity,White,All ages,614,68.4,
Imperial,2017,Race/ethnicity,White,All ages,123,70.3,
Inyo,2017,Race/ethnicity,White,All ages,63,77.6,
Kern,2017,Race/ethnicity,White,All ages,"1,229",44.5,
Kings,2017,Race/ethnicity,White,All ages,315,71.2,
Lake,2017,Race/ethnicity,White,All ages,319,78.9,
Lassen,2017,Race/ethnicity,White,All ages,102,55.6,
Los Angeles,2017,Race/ethnicity,White,All ages,"7,271",29.7,
Madera,2017,Race/ethnicity,White,All ages,211,51.6,
Marin,2017,Race/ethnicity,White,All ages,312,18.4,
Mariposa,2017,Race/ethnicity,White,All ages,48,46.4,
Mendocino,2017,Race/ethnicity,White,All ages,365,82.5,
Merced,2017,Race/ethnicity,White,All ages,483,75,
Modoc,2017,Race/ethnicity,White,All ages,39,73,
Mono,2017,Race/ethnicity,White,All ages,17,24.7,
Monterey,2017,Race/ethnicity,White,All ages,450,38.1,
Napa,2017,Race/ethnicity,White,All ages,277,45.7,
Nevada,2017,Race/ethnicity,White,All ages,260,41.6,
Orange,2017,Race/ethnicity,White,All ages,"3,318",28.9,
Placer,2017,Race/ethnicity,White,All ages,847,34.9,
Plumas,2017,Race/ethnicity,White,All ages,68,63.3,
Riverside,2017,Race/ethnicity,White,All ages,"3,021",41.1,
Sacramento,2017,Race/ethnicity,White,All ages,"2,947",47.1,
San Benito,2017,Race/ethnicity,White,All ages,93,56.5,
San Bernardino,2017,Race/ethnicity,White,All ages,"2,500",45.9,
San Diego,2017,Race/ethnicity,White,All ages,"3,039",21.7,
San Francisco,2017,Race/ethnicity,White,All ages,798,24.8,
San Joaquin,2017,Race/ethnicity,White,All ages,"1,141",54.9,
San Luis Obispo,2017,Race/ethnicity,White,All ages,481,30.9,
San Mateo,2017,Race/ethnicity,White,All ages,676,23.3,
Santa Barbara,2017,Race/ethnicity,White,All ages,535,31,
Santa Clara,2017,Race/ethnicity,White,All ages,"1,410",23.7,
Santa Cruz,2017,Race/ethnicity,White,All ages,377,27.3,
Shasta,2017,Race/ethnicity,White,All ages,565,46.8,
Sierra,2017,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2017,Race/ethnicity,White,All ages,121,43.7,
Solano,2017,Race/ethnicity,White,All ages,"1,050",71.4,
Sonoma,2017,Race/ethnicity,White,All ages,"1,093",39,
Stanislaus,2017,Race/ethnicity,White,All ages,"1,175",58.1,
Sutter,2017,Race/ethnicity,White,All ages,115,29.6,
Tehama,2017,Race/ethnicity,White,All ages,209,57.7,
Trinity,2017,Race/ethnicity,White,All ages,44,48.9,
Tulare,2017,Race/ethnicity,White,All ages,344,31.3,
Tuolumne,2017,Race/ethnicity,White,All ages,215,62.7,
Ventura,2017,Race/ethnicity,White,All ages,"1,178",35.9,
Yolo,2017,Race/ethnicity,White,All ages,364,40.5,
Yuba,2017,Race/ethnicity,White,All ages,211,51.5,
California,2017,Race/ethnicity,Black,All ages,"36,416",168,
Alameda,2017,Race/ethnicity,Black,All ages,"3,564",202.8,
Alpine,2017,Race/ethnicity,Black,All ages,0,0,
Amador,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2017,Race/ethnicity,Black,All ages,68,192.3,
Calaveras,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2017,Race/ethnicity,Black,All ages,"2,136",216.3,
Del Norte,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2017,Race/ethnicity,Black,All ages,27,206.5,
Fresno,2017,Race/ethnicity,Black,All ages,792,156.3,
Glenn,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2017,Race/ethnicity,Black,All ages,54,370.4,
Imperial,2017,Race/ethnicity,Black,All ages,31,145.4,
Inyo,2017,Race/ethnicity,Black,All ages,0,0,
Kern,2017,Race/ethnicity,Black,All ages,952,184.5,
Kings,2017,Race/ethnicity,Black,All ages,156,208.6,
Lake,2017,Race/ethnicity,Black,All ages,35,381.2,
Lassen,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2017,Race/ethnicity,Black,All ages,"12,350",162.3,
Madera,2017,Race/ethnicity,Black,All ages,62,199,
Marin,2017,Race/ethnicity,Black,All ages,69,113.1,
Mariposa,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017,Race/ethnicity,Black,All ages,18,328.6,
Merced,2017,Race/ethnicity,Black,All ages,226,252.9,
Modoc,2017,Race/ethnicity,Black,All ages,0,0,
Mono,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017,Race/ethnicity,Black,All ages,107,111.8,
Napa,2017,Race/ethnicity,Black,All ages,24,115.6,
Nevada,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2017,Race/ethnicity,Black,All ages,579,124.7,
Placer,2017,Race/ethnicity,Black,All ages,68,150.9,
Plumas,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2017,Race/ethnicity,Black,All ages,"1,969",141,
Sacramento,2017,Race/ethnicity,Black,All ages,"3,427",221.4,
San Benito,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2017,Race/ethnicity,Black,All ages,"2,594",135.6,
San Diego,2017,Race/ethnicity,Black,All ages,"1,689",113.7,
San Francisco,2017,Race/ethnicity,Black,All ages,"1,017",257.8,
San Joaquin,2017,Race/ethnicity,Black,All ages,"1,239",225,
San Luis Obispo,2017,Race/ethnicity,Black,All ages,40,106.1,
San Mateo,2017,Race/ethnicity,Black,All ages,140,82.6,
Santa Barbara,2017,Race/ethnicity,Black,All ages,81,118.1,
Santa Clara,2017,Race/ethnicity,Black,All ages,506,112.8,
Santa Cruz,2017,Race/ethnicity,Black,All ages,17,66.2,
Shasta,2017,Race/ethnicity,Black,All ages,30,192.8,
Sierra,2017,Race/ethnicity,Black,All ages,0,0,
Siskiyou,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2017,Race/ethnicity,Black,All ages,"1,425",242.8,
Sonoma,2017,Race/ethnicity,Black,All ages,113,164.7,
Stanislaus,2017,Race/ethnicity,Black,All ages,320,216.1,
Sutter,2017,Race/ethnicity,Black,All ages,43,263,
Tehama,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017,Race/ethnicity,Black,All ages,58,109.4,
Tuolumne,2017,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2017,Race/ethnicity,Black,All ages,124,101.4,
Yolo,2017,Race/ethnicity,Black,All ages,95,180.3,
Yuba,2017,Race/ethnicity,Black,All ages,43,206.8,
California,2017,Race/ethnicity,Hispanic,All ages,"75,479",45.8,
Alameda,2017,Race/ethnicity,Hispanic,All ages,"2,098",53,
Alpine,2017,Race/ethnicity,Hispanic,All ages,0,0,
Amador,2017,Race/ethnicity,Hispanic,All ages,28,58.7,
Butte,2017,Race/ethnicity,Hispanic,All ages,133,34.8,
Calaveras,2017,Race/ethnicity,Hispanic,All ages,11,,Rate not available due to statistical instability
Colusa,2017,Race/ethnicity,Hispanic,All ages,42,25.9,
Contra Costa,2017,Race/ethnicity,Hispanic,All ages,"2,027",66.9,
Del Norte,2017,Race/ethnicity,Hispanic,All ages,16,29.6,
El Dorado,2017,Race/ethnicity,Hispanic,All ages,97,37.9,
Fresno,2017,Race/ethnicity,Hispanic,All ages,"4,818",80.5,
Glenn,2017,Race/ethnicity,Hispanic,All ages,41,34.2,
Humboldt,2017,Race/ethnicity,Hispanic,All ages,84,47.3,
Imperial,2017,Race/ethnicity,Hispanic,All ages,"1,129",66,
Inyo,2017,Race/ethnicity,Hispanic,All ages,27,57.7,
Kern,2017,Race/ethnicity,Hispanic,All ages,"2,403",45.6,
Kings,2017,Race/ethnicity,Hispanic,All ages,577,60.9,
Lake,2017,Race/ethnicity,Hispanic,All ages,93,72.1,
Lassen,2017,Race/ethnicity,Hispanic,All ages,14,35.8,
Los Angeles,2017,Race/ethnicity,Hispanic,All ages,"24,959",48.5,
Madera,2017,Race/ethnicity,Hispanic,All ages,680,65.7,
Marin,2017,Race/ethnicity,Hispanic,All ages,144,31.2,
Mariposa,2017,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017,Race/ethnicity,Hispanic,All ages,127,52.1,
Merced,2017,Race/ethnicity,Hispanic,All ages,"1,258",72.5,
Modoc,2017,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2017,Race/ethnicity,Hispanic,All ages,14,34.8,
Monterey,2017,Race/ethnicity,Hispanic,All ages,"1,210",43.5,
Napa,2017,Race/ethnicity,Hispanic,All ages,187,38.8,
Nevada,2017,Race/ethnicity,Hispanic,All ages,32,31.9,
Orange,2017,Race/ethnicity,Hispanic,All ages,"3,846",32.4,
Placer,2017,Race/ethnicity,Hispanic,All ages,163,29.5,
Plumas,2017,Race/ethnicity,Hispanic,All ages,11,,Rate not available due to statistical instability
Riverside,2017,Race/ethnicity,Hispanic,All ages,"4,365",36.5,
Sacramento,2017,Race/ethnicity,Hispanic,All ages,"2,305",61.6,
San Benito,2017,Race/ethnicity,Hispanic,All ages,237,67.4,
San Bernardino,2017,Race/ethnicity,Hispanic,All ages,"5,105",42,
San Diego,2017,Race/ethnicity,Hispanic,All ages,"4,114",32.8,
San Francisco,2017,Race/ethnicity,Hispanic,All ages,728,56.1,
San Joaquin,2017,Race/ethnicity,Hispanic,All ages,"1,738",52.5,
San Luis Obispo,2017,Race/ethnicity,Hispanic,All ages,203,28.9,
San Mateo,2017,Race/ethnicity,Hispanic,All ages,943,47.3,
Santa Barbara,2017,Race/ethnicity,Hispanic,All ages,742,32.8,
Santa Clara,2017,Race/ethnicity,Hispanic,All ages,"2,485",45.4,
